Age at Enrollment,Admission Grade,1st semester grade,2nd semester grade,Tuition Fees Up to Date,Scholarship Holder
37,118.1,0,0,0,0
50,119.9,10.5,11,1,0
20,160,########,########,1,0
39,100.5,14,0,1,0
53,110,0,0,0,0
54,100,########,11.1,1,0
19,140,14.4,13,1,0
20,109,0,0,0,0
18,120.9,########,########,1,0
21,125.8,########,########,1,0
18,161.2,########,14.375,1,0
19,122,0,0,1,0
18,127.9,13.46,122.375,1,1
19,135.8,15,########,1,0
18,149.7,0,0,1,1
19,137.3,13.4,12.8,1,0
48,106,13,12.5,1,0
34,110,11.25,13.75,1,0
18,146.4,12.6,11.6,1,0
50,121,########,########,1,0
41,125.2,########,########,1,0
22,119.6,12,11,1,1
43,142.8,16.4,16.6,1,0
50,123.5,0,0,1,0
60,100,12.75,14.75,1,0
41,140,14.5,13,1,0
47,150.3,14.8,14.4,1,0
22,128.2,########,11.5,1,0
41,114.3,0,0,1,0
28,117.3,########,########,1,0
32,120,########,########,1,0
50,110.7,0,0,1,0
53,118,11.8,########,1,0
54,169.2,0,0,0,0
49,106.8,########,11.5,1,0
34,100,13,11.875,1,0
45,144.5,12.5,########,1,0
47,134.5,12.2,11.25,1,1
22,114.3,11,11.2,1,0
33,113.4,10,12,1,0
43,128,########,11.5,1,1
54,120,########,########,1,0
39,147.5,########,13.5,1,0
39,120.7,11,13.2,1,0
18,153.7,########,########,1,1
19,121.9,13.75,########,1,1
18,119.4,14,13.8,1,1
44,157.8,13.75,12.5,1,0
27,154,0,0,1,0
18,135.9,########,########,1,1
45,130,########,12,1,0
20,118.9,########,13,1,0
40,152.4,########,10.5,1,0
40,147.8,11.25,12,1,0
18,100,136.125,14.575,1,0
21,129,########,########,1,0
20,148.9,0,0,1,0
36,120,11.5,114.375,1,0
27,170,0,0,1,0
32,130,11,13.125,1,0
18,119.2,14,13.5,1,1
37,129,12,12,1,0
19,132.5,12.5,12.5,1,0
41,115,########,########,1,1
18,128,########,########,1,1
21,125.1,########,########,1,0
23,140,11.6,12.25,0,0
18,120.9,0,0,1,0
18,135.3,1.327.625,1.327.625,1,0
21,125.2,0,0,1,0
19,135.7,14.375,14.75,1,0
47,110,0,0,1,0
48,119,########,11.8,1,1
39,110,########,14.5,1,0
19,115.2,########,########,1,0
38,112.9,########,########,1,0
27,119.4,0,0,0,0
18,152.9,0,0,1,1
34,117.5,13.25,0,1,0
48,98.5,########,12.4,1,0
25,108,11,0,1,0
32,120,########,########,1,1
18,150.2,14.5,########,1,1
20,139.2,########,########,1,0
20,130,11.25,10.4,1,0
20,115.7,0,0,1,0
19,127,13.67,13.67,1,0
39,118.1,0,12.5,1,0
29,119.1,13,0,1,0
36,111.9,0,0,1,0
18,130.5,########,########,1,0
51,135,0,0,1,0
23,130,16,12.25,1,0
21,150,0,0,1,0
28,150.2,12.75,0,0,0
34,127.1,11,10.75,1,0
41,107.5,0,0,1,0
43,130,12.2,########,1,1
28,152.8,########,12.3,1,0
19,160.1,14.5,########,1,1
26,140,13,########,1,0
18,110.7,########,12.75,1,0
45,138.3,10.25,13,1,0
19,150,0,0,1,0
20,112.3,12.375,########,1,0
18,122,########,12,1,0
27,141.7,10.5,12,1,0
20,118.4,14.125,12.6,1,0
18,128.7,########,########,1,0
35,100,11.4,########,1,0
26,100.8,0,0,1,0
39,125.5,14,14.8,1,1
18,124,0,0,1,0
36,130,0,0,1,0
38,160.5,########,11,1,0
45,100,########,11,1,0
62,103,15,########,1,0
20,103,11.75,########,1,1
18,131.5,########,########,1,0
18,121.4,12,11,1,0
23,137.3,10.8,11.5,1,0
19,138.4,########,12.5,1,1
19,131.1,13.6,12.6,1,1
18,100,13.55,141.875,1,0
18,133,0,0,1,0
41,100,13.5,########,1,0
51,159,11.6,14.2,1,1
24,120.6,12.5,12.6,1,0
25,134,11,########,1,0
18,139.4,12,13,1,0
20,116.5,11.6,########,1,0
19,113.9,0,0,1,0
41,130,########,14.6,1,0
19,129.9,13,########,1,1
28,133.7,########,13.875,1,0
21,124.8,14.5,12,1,0
22,133.6,14.6,12.75,0,0
18,133.5,12.5,########,0,0
19,128,14,13.125,1,1
19,127.2,########,14.575,1,1
25,150,########,########,0,0
18,127.8,14.35,14.35,1,1
19,125.2,########,13.5,1,0
20,110,12.25,11.5,1,0
46,100,########,########,1,0
19,151.4,13,13.25,0,0
18,125.1,11.75,11.2,1,0
18,163.3,14.5,13,1,1
19,118,11.82,11.82,1,1
20,140.2,0,0,1,0
38,128.5,12.4,########,1,1
18,131.5,########,########,1,0
18,132.6,########,14.9,1,1
18,122.1,########,13.8,1,0
20,112,11,11.5,1,0
19,133,########,########,1,0
37,127,0,0,0,0
24,130,########,########,1,0
19,136.4,########,########,1,0
19,129,14,12.2,1,1
19,119,########,13.375,1,1
18,128,12.8,13,1,1
18,117.1,########,########,1,1
18,136.3,11.25,11,1,0
19,124.6,10,11.75,1,1
18,130.7,14.4,14.6,1,0
20,115.2,########,144.625,1,0
20,130.2,15.75,13,1,0
18,128.5,########,14,1,0
20,95,13.755,########,1,0
18,119.4,########,13.5,1,1
19,123.5,0,0,1,0
18,133.9,########,########,1,0
20,145.2,########,13.7,1,0
18,118.8,########,########,1,0
19,123.4,########,12.8,1,1
19,123,10.8,########,1,0
19,118.4,12,########,1,0
18,131.6,########,1.471.875,1,0
19,122.3,13,12.25,1,0
24,151.7,0,0,1,1
18,176,0,0,1,1
18,133,14,14,1,1
18,139.8,########,########,1,0
19,119.6,12,########,1,0
35,134,13.625,14,1,1
19,132,12.5,10,1,0
28,130,########,########,1,0
21,141.4,133.875,15.9,1,0
19,128.9,########,########,1,1
19,118.1,14,########,1,0
18,130.6,12.8,########,1,0
18,122,########,########,1,0
19,123,0,0,0,0
20,126.7,########,13,1,1
18,126.6,########,########,1,0
19,125.4,12,########,0,0
20,136.1,13,########,1,1
18,128.8,13.39,########,1,0
18,111.1,########,13.6,0,0
21,135.9,########,11.625,1,1
19,119.6,########,########,1,1
19,116.7,13,10.75,1,0
19,126,########,10.25,1,0
18,134.2,########,14.2,1,0
18,123,########,13.6,1,1
18,123.9,13,########,1,0
31,120,10.9,11.7,1,0
19,112.3,11.5,########,1,0
20,123,########,16,1,1
19,122.3,12.6,13,1,1
19,122.8,14,########,1,1
27,160,########,13,0,0
18,120.1,########,14,1,1
32,142.4,0,0,1,0
18,127.3,########,########,1,0
19,125.5,########,########,1,1
19,137.4,15,14,1,0
18,122,10,0,1,0
18,107.5,12.25,11,1,1
24,104,13.5,13,0,1
19,133.1,12.2,11.5,1,1
21,113.3,0,0,1,0
19,130,12,12.75,1,0
19,124.3,12.32,11.9,1,0
36,105,12.35,12.5,1,1
51,144,0,0,1,0
20,111.9,########,########,1,1
29,107.5,0,0,0,0
27,127.4,11.6,12,0,0
33,149,12,########,1,0
57,120,11.75,########,0,0
20,143.6,12.8,11.6,1,0
26,120,########,########,1,0
27,128,0,0,0,0
19,118.2,10.8,12.25,1,0
23,160,12.5,13.5,1,0
27,152.4,15.2,########,1,0
20,116.6,########,12.575,1,1
19,141.6,########,########,1,1
19,105.5,0,0,0,0
20,116.3,12.2,11.5,1,0
33,110,########,12,1,0
22,119.5,11.2,########,1,0
18,125,########,12,1,0
27,160,########,########,1,0
27,150,0,0,1,0
19,115,10.25,########,1,0
20,128.4,13.2,########,1,1
23,112.8,########,12.5,1,1
22,131,14.575,14.575,1,1
18,121.6,10,0,1,1
18,110,########,########,1,1
31,148.5,14,########,1,1
19,118.3,11.25,0,1,0
19,135.9,11.6,########,1,0
24,115.8,12,0,1,0
19,121.2,13.47,1.332.625,1,0
19,136.2,12.4,12.8,1,0
26,100.2,11.75,11.5,0,0
27,152.7,0,0,0,0
19,123.1,12,########,1,0
29,130,########,15.4,1,0
18,125,12.32,12.32,1,1
19,113.1,########,1.475.625,1,0
18,121.1,########,12.5,1,0
18,162.3,########,15.4,1,1
19,132,0,0,1,0
19,130.7,########,########,1,0
19,122.3,########,########,1,0
19,144.1,12.6,12.375,1,0
19,118.2,########,11.5,1,0
19,133.5,15,########,1,1
18,126.8,0,0,0,0
20,121,########,########,1,0
20,117.7,10.8,11.5,1,0
21,115,########,########,1,0
31,129.2,11.4,########,1,0
20,125.8,########,11.55,1,1
19,118.4,10.5,11.75,1,1
18,142,14.65,14.65,1,0
19,126.7,########,########,1,1
30,109.3,########,########,1,0
21,116.9,10.375,########,1,0
19,121.7,11,15.4,1,0
22,117.1,13.8,13,1,0
18,114.4,########,########,1,1
18,133,11.75,12,1,0
19,118.8,########,########,1,1
18,151,########,########,1,0
21,119.6,13.25,138.375,1,0
18,135.4,1.250.625,13.2,1,0
20,149.9,0,0,1,0
18,120.1,12.75,11.75,1,0
25,173.3,########,16.5,1,0
19,126.2,########,15,1,0
19,126.9,12.2,11.5,1,1
26,157.4,16.5,########,1,0
21,120.2,11.75,11.6,1,0
19,124.8,11,0,1,0
19,130.3,########,########,1,1
18,152.4,15.5,########,1,1
32,113.5,########,12,1,1
18,125.7,########,########,1,1
20,102.4,12.04,########,1,0
20,125.7,########,10.75,1,0
39,120,10.6,10.75,1,1
20,109.3,12.5,13,1,0
18,162.2,0,0,0,0
18,155.7,########,########,1,1
21,147.7,########,15,1,0
18,115.6,########,########,1,0
18,117.8,10,########,1,0
21,125,12,11.25,1,0
22,129.8,########,10,1,0
21,123.1,########,########,1,0
20,122.8,11,########,1,1
21,117.3,0,0,1,1
20,126.5,########,11.8,1,1
19,123,########,########,1,0
20,127.7,15,########,1,1
19,117.5,13.6,12.4,1,0
18,128.4,########,13.25,1,1
18,124.1,14.5,10,1,0
24,140.9,########,10.5,1,0
21,126.2,########,########,0,1
18,120.5,########,10.868,1,1
20,121.1,12,12.8,1,1
20,123.7,13.2,10.75,0,0
18,116.9,12.2,12.25,1,0
25,100,12.58,########,1,1
19,120.2,########,########,1,1
35,153.8,0,0,1,0
19,120.1,########,14,1,1
18,128.1,13,13,1,1
19,126.8,########,########,1,0
19,125.7,11.2,11.2,1,1
18,146.2,16,########,1,0
24,140,########,########,1,0
25,134.5,116.875,########,1,0
28,137,10.5,11,1,0
19,107.5,########,########,1,1
19,112.2,0,0,1,0
30,128.2,0,0,0,1
19,126.8,0,0,1,0
21,132.1,10,0,1,0
19,110,0,0,1,0
29,100,0,0,0,0
18,114.3,12.6,13,1,0
21,116.4,11.25,11,1,0
20,116.9,12.375,11.25,1,0
24,128.2,########,########,1,0
18,127,0,0,0,0
23,140,12,########,1,0
19,120,12.6,########,1,0
35,110,0,0,1,0
20,127,########,########,1,0
33,159.5,0,0,1,0
18,135.2,########,########,1,0
20,122.8,########,12,1,0
19,118,10.8,11,1,0
18,123.6,13,0,1,0
28,111,0,0,0,0
18,144.6,13,########,1,0
25,111.8,########,########,1,0
19,122.1,11.5,11,0,0
18,119.9,11,10.75,1,0
29,130,########,########,1,0
18,118.4,0,0,1,0
20,112.6,########,########,1,1
20,150,0,0,1,0
18,165.8,14.5,########,1,0
21,101.7,13.5,########,1,1
18,124.3,11.2,10,0,0
20,122.1,########,12.25,1,0
23,134.7,11,########,1,0
26,154.5,0,0,1,0
19,128.8,10,0,1,0
24,106,12.36,12,0,1
20,146.2,15.25,########,1,1
26,116.9,0,0,0,0
31,118.2,13,12.25,1,0
27,105.7,1.381.375,1.381.375,1,0
24,126.9,########,12.875,1,0
23,150,11.5,12.2,1,0
20,108.4,119.625,########,1,1
20,114.2,########,########,1,0
24,140,########,########,1,0
39,142.5,11.25,11.5,1,0
18,126.5,12.5,12.6,1,0
20,111.3,0,0,1,0
18,125.1,13.78,13.661,1,0
19,126.3,13.805,142.725,1,0
18,142.2,13.8,12.6,1,0
22,110.2,########,12,1,0
18,127,########,139.375,1,0
18,128.6,########,12.5,1,1
30,130.4,########,10.4,1,0
34,134.4,########,########,1,0
38,100,10.25,12,1,0
19,133,14.11,14.11,1,1
19,126.7,12.4,########,1,0
21,129,12,12,0,0
18,133.7,########,13.5,1,1
20,122.2,########,13.5,1,1
18,128.9,11.6,11.4,1,1
18,154.4,########,14,1,0
36,130,9.8,0,1,1
18,113,########,11,1,1
21,123.3,0,0,1,1
21,130,########,13,1,1
18,101.3,13,12.25,1,0
18,113.7,11.4,11.25,1,0
19,138.8,########,########,1,0
29,140,12.6,########,1,0
20,130,13,13.4,1,1
18,132.5,########,########,1,0
19,117.4,12.75,12,1,0
19,109.8,13.4,12.6,1,1
37,116.5,0,0,0,0
18,165.2,15.75,13.8,1,1
21,113,12.4,11,1,0
19,123.3,11.5,########,1,1
19,116.7,13.4,14,1,0
35,110,########,11.8,1,1
30,118.9,0,0,1,0
27,103.6,########,11.6,1,0
45,122.7,11.5,10.5,1,1
50,113.5,13.25,########,1,1
41,128.2,12.25,13.4,1,0
26,120,12,12,1,0
44,130,12,0,1,0
23,110,########,########,1,0
34,117.7,12,11,1,0
21,99.6,########,14.4,1,1
22,117.9,10,13,1,0
32,113,########,11.5,1,1
20,124.4,########,14.625,1,0
59,140,########,12.875,0,0
30,132.4,########,11.6,1,0
18,124,########,########,1,1
25,132,11,12,1,0
36,149.8,13.8,13.8,1,0
36,160,12,0,1,0
19,114.6,11.25,########,0,0
25,120,10.5,12,1,0
35,100,########,########,1,0
20,128.5,14,0,1,0
35,113,13,0,0,0
27,150.8,11,11,1,0
18,130.8,########,########,1,0
23,114.5,12.1,########,1,0
19,114.8,10.5,11.25,1,0
18,126.2,11.94,12.8,1,1
26,129,12.86,########,0,0
19,110.5,14.25,14,1,0
19,132.5,0,0,0,0
18,130.7,0,0,1,0
19,130.4,########,143.625,1,1
19,124.3,1.346.875,1.331.375,1,1
19,132.6,13.6,14.6,1,1
21,146.7,########,########,1,1
18,130.1,########,13,1,0
33,120,13.3,########,1,0
32,121.3,########,########,1,0
17,133.3,1.341.625,1.341.625,1,1
31,110.5,0,0,1,0
32,102.5,########,13,1,1
18,150.9,16,14.625,1,0
31,106.6,11,########,1,0
20,118.3,########,12.4,1,0
40,117.9,0,0,0,0
32,135,14.8,14.2,1,0
40,120,13,14,0,0
18,167.1,0,0,1,1
28,115.8,10,10,0,0
19,141.2,11.2,12,1,0
19,118.4,########,13,1,1
21,134.3,0,0,1,0
22,128.7,10.5,0,1,0
18,116.1,12.5,########,0,0
27,100,0,0,1,0
19,118.8,11,10,1,0
30,130,########,12,1,0
28,150,0,10,1,0
34,116,17,11,1,1
21,99,11,########,1,0
20,132,########,########,1,1
31,125,########,12,0,0
21,116.2,11,11.5,0,0
27,100,11,########,0,0
19,132.9,13.25,11.8,1,0
21,132.5,0,10,1,0
21,140,12.5,0,0,0
35,100.1,########,12.25,0,0
28,128.2,12,########,1,0
24,133.4,11.25,########,1,0
19,136.1,0,0,0,0
20,123,12.4,13,0,0
20,130.3,########,########,1,1
19,153.7,13,10,1,0
37,142.5,12,########,0,0
19,114.6,12,13,1,0
36,108.5,0,0,1,0
29,140,0,0,1,0
30,120,11.375,11.6,1,0
32,120,12,0,1,0
26,127.6,########,########,1,0
37,140,12,10.5,1,0
27,111.3,12,11,1,0
18,131,########,########,1,1
18,139.5,15.3,15.3,1,1
32,110,11.5,0,0,0
20,130,13,12.6,1,0
22,115,0,0,1,0
32,154.3,0,0,1,0
21,135,11,12,1,0
19,115.2,########,13.125,0,0
18,130.6,13.5,14,1,1
18,117.4,12,11.4,1,1
38,150,0,0,0,0
21,131.3,11.8,10.5,1,0
21,120.4,11.5,13,0,0
26,113.6,11.5,12,1,0
19,125,########,########,1,0
19,132.3,14.06,14.06,1,1
18,142.7,11,########,1,0
25,130,0,0,1,0
19,120.8,########,########,1,0
18,130.3,########,########,1,1
19,119.9,12.875,########,1,1
22,110.5,########,12.5,1,1
21,160,########,########,1,0
21,118.6,14.5,########,1,1
20,112.3,########,########,1,1
19,124.4,11.25,########,1,0
18,125,13.9,13.9,1,0
26,105.8,########,########,1,0
31,121.5,########,########,1,0
18,134.2,########,########,1,1
35,130,0,0,1,0
19,122.8,14.5,########,1,0
19,108.7,10.8,########,1,1
18,136.7,########,########,1,0
20,119.1,########,11.8,1,0
19,151.3,12.75,13.25,1,1
21,108.3,10.5,12.4,1,1
18,127.4,########,########,1,1
23,124,1.288.625,1.288.625,1,0
21,155,13,########,1,1
19,114,12.2,11.2,1,1
19,118.9,12.8,14.5,1,0
20,160,########,########,1,0
18,126.1,0,13.25,1,0
18,136.5,1.450.125,1.450.125,1,1
19,122.3,14.35,14.35,1,0
21,128,11.5,########,1,1
18,156.5,########,########,1,1
20,125.7,########,13.6,1,0
18,143,13,########,1,0
18,131.9,1.356.875,1.402.625,1,1
32,113.7,10.2,11.25,1,0
18,155.1,0,0,1,0
19,121.1,12.2,11.8,1,0
18,130.3,1.415.375,1.415.375,1,1
18,123.3,0,0,0,0
20,117.4,########,########,1,0
19,140.3,########,14,1,0
19,120,########,########,1,0
18,133.4,11,0,1,0
18,126.7,0,0,1,0
18,129.3,########,1.294.375,1,1
20,125.7,########,14.775,1,0
19,144.8,########,12.5,1,0
21,98.6,11,0,1,0
19,126.9,########,########,1,1
20,146.7,########,14,1,1
21,117,132.575,132.575,1,1
23,130,0,0,1,0
18,125.8,########,11.5,0,1
30,160,14.6,15.4,1,0
20,134.2,0,0,1,0
29,96,########,0,0,0
24,101.8,10.8,11,1,0
20,125.2,########,########,1,0
27,100,12.5,########,1,0
23,140,0,0,1,0
23,120,########,########,1,1
18,134.3,14.2,14.2,1,0
19,144.7,########,########,1,1
19,131.9,########,143.875,1,0
18,136.7,########,14,1,1
19,129.8,########,13,1,0
18,146.5,########,13.5,1,1
29,122.5,10.5,########,1,0
24,117.8,########,119.625,1,0
19,106,12.75,11,1,0
19,119,11.15,########,1,0
19,115.1,########,13.625,1,0
20,116.9,11.5,12.4,1,0
18,141.7,########,########,1,0
18,127.7,########,########,0,0
19,122.1,########,130.375,1,1
19,153.5,########,########,1,0
18,141.4,0,0,1,1
19,135.8,13,13,1,1
18,127.5,########,########,1,1
24,151.6,########,12.125,1,0
28,121.4,13.375,13.5,1,0
20,100,########,########,1,0
19,131.5,########,########,1,1
22,109.3,10,10,0,0
19,127.9,########,########,1,0
36,140,########,13,1,0
19,160,########,14,1,1
18,119.8,########,########,1,0
40,153,0,0,0,0
19,125,12.9,12.9,1,1
38,103.7,13.126,13.126,1,0
32,120,11.5,########,1,0
19,146,########,11.8,1,0
19,116.9,13.5,########,1,0
35,117.9,0,0,1,0
20,128.6,12,11.5,1,0
29,135,########,11.375,1,0
29,124.6,11.4,10.25,1,0
19,124,########,########,1,1
18,129.5,########,########,1,1
25,111.3,########,13.5,0,0
50,95,0,0,0,0
24,131.8,########,########,1,0
18,119.1,0,0,1,0
20,125.4,########,########,1,0
20,140.7,########,########,1,1
21,131.9,11.5,12.4,1,0
28,124,11,10,1,0
19,139.2,13,########,1,1
18,121.8,1.293.875,1.293.875,1,1
22,132.9,0,0,1,0
25,130,0,0,1,0
37,130.1,13,12.88,0,0
38,124.5,12.18,118.125,0,0
36,162.3,########,11.4,1,0
18,137.8,13,13,1,0
19,119.5,0,0,0,0
24,110,12.5,########,1,0
20,105,11,########,1,0
21,142.8,0,0,1,0
32,128.2,0,0,1,0
39,120,0,10,1,0
33,130,0,0,0,0
20,121.7,12.4,10.75,1,1
19,116,15.5,14.1,1,0
43,133.2,11.5,10.8,0,0
49,116.7,########,11.6,1,0
18,126.4,########,13.5,1,1
27,140,0,0,1,0
19,120.3,12.6,13.6,1,1
45,118,13.5,0,1,1
19,149.5,13,13,0,0
21,130,########,11.75,1,1
18,126.3,########,13,1,1
18,116.2,0,0,1,0
29,126,0,0,0,0
19,122.3,11.5,11.6,1,0
18,119.5,11.25,12.25,1,1
22,131.8,########,12.375,1,1
18,130.7,########,########,1,1
20,140,12.4,15,1,0
20,129.5,0,0,1,0
29,130,14,0,1,1
29,114,########,11.25,1,0
23,121,13,11.25,1,0
19,116.4,0,0,1,0
18,121.7,0,12,1,0
22,130,11.5,12.5,1,0
34,120,########,11.5,1,0
26,125,12.6,########,1,0
24,134.1,########,11.25,1,0
17,149.5,14.875,########,1,1
21,113.2,10,########,1,0
34,146,14.2,14.6,1,0
19,140,########,13.5,1,0
49,162.4,11.6,11.2,0,0
23,136.6,11.94,12.2,1,0
18,111,11.6,14.2,1,0
20,115.7,12.7,13.475,1,0
19,105.7,########,13.8,1,0
24,128.2,########,########,1,0
18,137,13.4,15,1,0
45,120,0,0,0,0
30,120.5,11,0,1,0
28,118.1,12,########,1,0
40,139,0,0,1,0
32,116.3,0,0,0,0
19,120.5,12.5,10.25,1,0
20,134.9,########,########,1,0
18,123,10,0,1,0
20,122.9,11.5,13,0,0
39,140,12.25,12.75,1,0
19,122.5,13.6,########,0,0
38,121.5,10.5,########,1,0
18,132.3,########,########,1,1
18,131.5,125.125,141.875,1,1
28,128.2,0,0,1,0
31,148,0,0,0,0
23,121.5,########,########,1,0
21,135.4,12.565,12.16,1,0
33,139,0,0,0,0
22,113.4,13,########,1,0
20,150,16.5,########,1,0
19,122,########,13.2,1,0
20,150,13.8,########,1,0
25,119.3,########,11.8,1,0
25,140,0,0,0,0
19,125,########,########,1,0
20,140.7,12.6,14.5,1,0
33,100,13.06,0,1,0
19,146.7,########,13.625,1,0
31,96,0,0,1,0
24,160,16,16,0,0
23,130,0,0,0,0
26,130,########,########,0,1
38,140,14.5,14.5,1,0
20,116.6,14,13.8,1,1
20,120.5,########,########,1,0
25,103,0,0,1,0
19,111.9,12,11.2,1,0
18,148.7,16.2,16,1,0
28,120,########,10.6,1,0
18,125.7,0,0,1,0
20,120.1,########,########,1,1
18,127.8,########,########,1,0
19,106.4,10.2,10.5,1,0
24,100,10.25,10.25,1,0
21,123.9,0,0,1,0
20,139.5,########,########,1,1
21,150,13.625,12.6,1,0
24,139.8,########,########,1,0
27,154.4,0,0,1,0
19,115.5,12.5,10.5,0,0
39,119,########,########,1,0
25,96.1,15,11.5,1,0
18,130,0,0,0,0
19,128.8,########,13,1,0
21,126.8,########,14,1,1
27,130,0,0,1,0
19,116.7,0,0,1,0
18,125.5,########,########,1,0
27,110,########,########,1,0
18,133.7,13,11.8,1,0
19,117.6,11.5,11.4,1,0
19,140,13.25,12,1,0
22,150,########,12.75,1,0
18,133.7,13.5,########,1,0
18,137,########,12.8,1,1
23,128.2,########,14.5,1,0
20,129.2,0,0,0,0
18,129.5,########,########,1,0
18,129.6,########,########,1,0
18,121.7,11.8,12,1,0
20,141.8,########,########,1,0
20,129.8,12.8,12.75,1,0
21,106,11.8,11,1,0
22,121.6,0,0,1,0
20,121.5,15.8,########,1,0
19,117,0,0,1,0
19,130,12.5,11.6,1,0
20,117.7,########,########,1,0
19,140,12.5,12,1,0
19,133.1,12,10.5,1,0
24,100,########,########,1,0
18,119.1,########,########,1,0
18,129.8,15,14.2,0,1
18,131.3,13.6,11.8,1,0
18,136.7,12.5,########,1,0
21,126.2,########,13.5,1,1
18,109.6,12.25,11,1,0
18,131.9,########,1.609.375,1,1
18,140.7,########,16,1,1
23,120.7,11,0,1,0
21,113.8,########,11.75,1,0
20,121,10,13,1,0
26,112.4,########,11,1,0
18,131,########,11.2,1,1
18,142.7,0,0,1,0
19,125.5,########,########,0,1
20,107.8,########,13,1,1
19,110.4,########,########,0,0
21,136.1,12,12.5,1,0
33,138.3,########,13,1,0
18,142.3,12.75,12.75,1,0
21,145,########,########,1,0
19,125.7,13,########,1,0
33,108,########,########,0,0
18,128.7,########,13.91,1,0
18,128,14,########,1,1
20,146.5,13.5,########,1,1
20,106.1,0,0,0,0
20,118,########,14,1,1
19,117,12,########,1,1
19,115.4,########,########,1,1
21,117,########,########,1,0
26,144.9,11.75,12.8,1,0
21,127,0,0,1,0
18,118,########,########,1,0
27,118,########,10,1,0
20,126.4,13.25,########,1,1
21,110,########,13.25,1,0
18,124.4,13.3,15.125,1,1
20,140,########,11.8,1,0
18,129.4,########,########,1,0
20,141.7,########,########,1,1
19,132.1,########,13,1,1
20,116.8,########,########,1,0
20,135,12.4,########,1,1
20,150,14.5,11.25,1,0
19,116,0,0,1,0
18,155,########,13.25,1,0
18,127,########,12.6,1,0
19,130.8,########,########,1,1
19,121.8,########,########,1,0
43,140,12.875,########,1,0
47,148.5,14.625,13.4,1,0
23,109.8,0,0,0,0
19,119.7,########,########,1,1
20,122,########,########,1,0
19,147.5,########,########,1,1
19,150.8,16,14.5,1,0
19,150,########,13,1,0
39,131.5,########,13.75,1,1
20,127.2,########,13,1,1
21,111,12.5,########,1,0
22,119.9,########,11.25,0,0
19,133.7,13,0,1,0
22,140,########,16,1,0
19,113.9,########,12,1,1
18,120.7,0,0,1,0
26,119.8,12,10.2,1,0
36,121.8,0,0,0,0
20,117.7,0,0,1,1
30,110,11,11.5,1,0
24,134.4,########,15.9,1,0
26,125.3,########,########,1,0
19,119.1,12,0,0,0
34,146,12.6,11.25,1,0
33,130,13,14,1,0
19,122,11.6,10.75,1,0
26,118.1,10,11,0,0
29,105.2,14,0,1,0
19,123.3,12.6,12.5,1,1
18,124.8,0,0,1,0
29,149.4,########,12,0,0
21,108.5,########,11.4,1,0
19,125,10.8,10.5,1,0
20,101,########,1.185.625,1,0
18,112.9,0,0,1,0
18,120.2,########,11.4,1,0
21,111.6,12.6,########,1,1
20,134.1,0,0,1,0
30,101.6,0,0,1,1
19,111.9,########,14,1,0
30,118.4,13.4,13.25,1,0
22,127.1,11.2,11.25,1,1
22,120.5,0,0,1,0
19,136.1,########,11.8,0,0
21,124,########,11.25,1,0
21,141.6,12.25,12,1,0
21,160,0,0,1,1
27,110,10.75,########,1,0
32,100,0,0,1,0
40,120,0,0,0,0
20,124.8,########,12.5,1,0
20,140,11.5,11.5,1,0
18,124.3,0,0,1,0
21,118.9,10.5,0,1,0
18,130.2,13.5,0,1,0
19,120,11,0,1,0
30,140,10,0,0,0
29,130,0,0,1,0
18,130.4,12,########,1,0
18,116.1,12.25,12.2,1,1
22,130,11.4,########,1,0
27,124.3,0,0,0,0
20,125,14.25,14,1,0
42,110,########,14.2,1,0
21,115,########,########,1,0
23,129.6,########,11.95,1,0
21,128.8,13.2,13.5,1,0
19,144.2,0,0,1,0
40,134,########,12.75,1,1
22,112,11.2,11.25,1,0
19,128.8,13.2,13.2,1,0
24,134,########,14,1,1
21,125,########,11.5,1,0
18,123.2,13.6,14.6,1,0
18,118.4,0,11.5,1,0
24,116.2,########,########,1,0
28,123,########,########,1,1
19,113.5,13.5,14,1,1
28,125,########,15.6,1,0
18,134.8,0,0,1,0
19,149.9,0,0,0,0
19,119.8,1.282.875,1.282.875,1,1
21,125,0,13.75,1,0
18,135.1,0,0,1,0
19,138.3,########,########,1,0
19,122.5,########,########,1,0
20,148,14.7,########,1,0
18,126.2,########,12.2,1,0
20,129.8,14.85,14.85,1,0
26,104,12,0,1,0
18,126.7,136.875,########,1,0
58,120,12.4,11.6,1,0
18,124.6,13.398,135.425,1,0
20,130,11.8,12,1,0
20,127.3,0,0,1,0
29,122,########,########,1,0
27,125.1,0,0,0,0
21,110,########,13,1,1
20,129.8,########,########,1,1
19,114.9,11.5,12.2,1,1
22,125.6,########,13.15,1,1
19,125.1,########,13,1,1
19,115.7,########,0,0,0
23,112.6,13.6,11.6,1,0
18,127.2,########,13.2,1,1
19,140,0,0,1,0
20,140,########,12.6,1,0
19,120.4,13.5,########,1,1
26,100,0,0,0,1
18,113.5,########,########,1,1
29,132.1,12.5,12.5,1,0
20,160,13.375,13,0,0
19,126.3,########,########,1,0
23,160,13.4,13.5,1,0
25,100,13,########,1,0
18,125.8,########,########,1,0
19,142.2,########,########,1,1
18,119.4,########,########,1,0
19,106.4,13.34,########,1,1
36,120,13,13.75,1,0
20,150,12,########,1,1
20,148.6,0,0,1,0
18,108.7,11,0,1,0
19,130,11.5,########,1,0
20,124.6,########,12.5,0,0
